cut_edges_pct,pop_dev_pct,egs,mms,pol_pop
0.211711712,3.84e-05,0.001374824,0.007997006,0.018391888999999998
0.220720721,0.0068892169999999996,0.001374824,0.00854299,0.018391888999999998
0.22972973,0.013018509,0.001374824,0.008765414000000001,0.018833277
0.23423423399999999,0.007924552,0.001374824,0.008800477,0.018354796
0.243243243,0.007722344,0.001374824,0.008727655,0.018354796
0.252252252,0.009068871,0.001374824,0.007084777,0.018354796
0.256756757,0.014959189,0.001374824,0.006176115,0.018848112
0.24774774800000002,0.013612662,0.001374824,0.007818993,0.018848112
0.23873873899999998,0.013814871000000001,0.001374824,0.007891816,0.018848112
0.252252252,0.013711797,-0.005999733,0.007324237,0.018410481
0.256756757,0.009867202,-0.0008366789999999999,0.00772405,0.018851878
0.24774774800000002,0.00696406,-0.0008366789999999999,0.007180225,0.018851878
0.252252252,0.00696406,0.001217701,0.007091508000000001,0.018851878
0.23423423399999999,0.0065314119999999995,0.001217701,0.006875338000000001,0.018409523
0.23873873899999998,0.010678664,0.003587898,0.006790049,0.018409523
0.23873873899999998,0.014267871000000001,0.009103693000000001,0.0072024540000000005,0.018853149
0.23423423399999999,0.01012062,0.006733495999999999,0.007287742,0.018853149
0.22972973,0.010268336999999999,0.003539976,0.007432421999999999,0.018853149
0.243243243,0.009735241,-0.0036381779999999997,0.006902381,0.018396062
0.23873873899999998,0.013103857,-0.005692558,0.006992779,0.018396062
0.243243243,0.009735241,-0.0036381779999999997,0.006902381,0.018396062
0.243243243,0.009735241,-0.0036381779999999997,0.006958166,0.018889621000000002
0.256756757,0.007702648,0.00071648,0.006778949,0.018889621000000002
0.243243243,0.009735241,-0.0036381779999999997,0.006958166,0.018889621000000002
0.252252252,0.009735241,-0.0036381779999999997,0.00750325,0.018889621000000002
0.23873873899999998,0.015602581,0.001067649,0.006320883,0.01944295
0.252252252,0.010559176000000002,0.001067649,0.006567015,0.018972782
0.243243243,0.003658471,0.001067649,0.007095656999999999,0.018972782
0.261261261,0.009787763,0.001067649,0.007302113000000001,0.019443168
0.243243243,0.003658471,0.001067649,0.007095656999999999,0.018972782
0.243243243,0.012262852,-0.004448146,0.006557653,0.018523841
0.23873873899999998,0.006663373,0.002926412,0.0065494640000000005,0.018968136
0.252252252,0.010217128,-0.0034221340000000003,0.00683853,0.018514043
0.256756757,0.015769336999999998,-0.006232275,0.006600005999999999,0.018514043
0.243243243,0.012215582,0.000116271,0.006310939000000001,0.018968136
0.24774774800000002,0.017815061,-0.007258286,0.006319128,0.018523841
0.252252252,0.01068129,-0.003052895,0.006379463,0.018973705
0.252252252,0.017755974,-0.007010818,0.006143826,0.01852238
0.24774774800000002,0.012274668999999998,0.000363739,0.006136704000000001,0.018966834
0.243243243,0.010546046000000002,0.000363739,0.006969197,0.018966834
0.24774774800000002,0.012274668999999998,0.000363739,0.006136704000000001,0.018966834
0.252252252,0.008256916999999999,0.000363739,0.007071748,0.018467455
0.243243243,0.012196543,0.000363739,0.007028220999999999,0.017995386999999998
0.22972973,0.008256916999999999,0.000363739,0.006773291,0.018417665
0.225225225,0.007153139,0.00317388,0.00701772,0.018417665
0.220720721,0.007932267,0.000135911,0.006568773000000001,0.017992598999999998
0.22972973,0.007153139,0.004093834,0.006812754,0.018418917
0.225225225,0.010570336999999999,0.004093834,0.007336486999999999,0.018418917
0.23423423399999999,0.006880682,0.004093834,0.00697414,0.018418917
0.220720721,0.007991354,-0.000111557,0.006904751999999999,0.01799339
0.207207207,0.0070558090000000006,0.004893589,0.007338918000000001,0.018416731999999998
0.19369369399999997,0.008305171,0.004893589,0.007454435,0.018416731999999998
0.202702703,0.013657305,0.004893589,0.006713913,0.019034133
0.21621621600000002,0.014087984,0.004893589,0.006909323,0.019034133
0.23423423399999999,0.01478915,0.004893589,0.0069360559999999995,0.019034133
0.225225225,0.009437016,0.004893589,0.007676578000000001,0.018416731999999998
0.207207207,0.00873585,0.004893589,0.007649844,0.018416731999999998
0.211711712,0.010129154,0.0015971529999999998,0.007316718000000001,0.018416731999999998
0.220720721,0.014146414,0.0015971529999999998,0.0073653009999999994,0.01891206
0.23873873899999998,0.009005845,0.0015971529999999998,0.007398737,0.01891206
0.220720721,0.014146414,0.0015971529999999998,0.0073653009999999994,0.01891206
0.225225225,0.010978693999999999,-0.003565901,0.007798716999999999,0.018467853
0.225225225,0.01508918,0.001949894,0.008198597,0.0189143
0.23873873899999998,0.009678616,0.006304550999999999,0.008023701,0.0189143
0.23873873899999998,0.004543463,0.002346629,0.007733451,0.018465197
0.243243243,0.005093792,0.000292248,0.007815585,0.018465197
0.22972973,0.009813531,0.000292248,0.007265334,0.018465197
0.22972973,0.007873999999999999,0.004250171,0.00756055,0.0189143
0.225225225,0.007873999999999999,0.00144003,0.007668365999999999,0.0189143
0.23423423399999999,0.002830596,0.00144003,0.007910758,0.01846918
0.23873873899999998,0.010022141,0.00144003,0.007863765,0.018953769
0.24774774800000002,0.0036505920000000002,0.00144003,0.008949596,0.018506832
0.252252252,0.006295721,0.003063894,0.008897041999999999,0.018506832
0.252252252,0.013370405,-0.000894029,0.008598155,0.018076711999999998
0.24774774800000002,0.009813531,-0.0032241590000000003,0.008675256,0.018076711999999998
0.24774774800000002,0.002738847,0.000733763,0.008974143,0.018506832
0.243243243,0.00590312,0.003898216,0.008623021,0.0189538
0.243243243,0.00590312,0.000733763,0.008730414,0.0189538
0.24774774800000002,0.004240149,0.000733763,0.008780491,0.01846921
0.252252252,0.008387401,0.00310396,0.008707017,0.01846921
0.27027027,0.004840867,0.00310396,0.008912635,0.018914531000000002
0.252252252,0.006275368000000001,0.00310396,0.008862085,0.018419291
0.256756757,0.006839321,-0.001257768,0.009013889,0.018419291
0.23873873899999998,0.008044532,-0.001257768,0.008809693,0.017996806
0.243243243,0.005305685,0.0017802010000000001,0.009036633,0.018421886000000002
0.252252252,0.00825626,0.005908602,0.008939235,0.018421886000000002
0.256756757,0.012333756000000001,0.010113993,0.009266479000000001,0.018867433
0.261261261,0.009383180999999999,0.007248859,0.009352963,0.018867433
0.274774775,0.008868467,0.007248859,0.008986379000000001,0.018867433
0.27027027,0.011924743,0.0030434679999999997,0.008652719,0.018421886000000002
0.279279279,0.009415022,0.00032838699999999997,0.008724892,0.018421886000000002
0.283783784,0.013550292,0.00032838699999999997,0.008672171,0.018903962
0.27027027,0.011901108,0.00032838699999999997,0.009054696,0.018903962
0.27027027,0.016219712,-0.005187408,0.008633515999999999,0.018457998
0.265765766,0.010958342,-2.44e-05,0.00902902,0.018901725
0.27027027,0.005211802,0.00284078,0.00893009,0.018901725
0.27027027,0.009070348,-0.001287621,0.009879228,0.018454261
0.252252252,0.005165189000000001,0.00142746,0.010005541,0.018454261
0.243243243,0.007292978,0.00142746,0.00896323,0.018901725
0.24774774800000002,0.012554348,-0.003735594,0.008567726,0.018457998
0.225225225,0.011291855,0.00344256,0.0091211,0.018918203
0.220720721,0.005305685,0.00344256,0.009165259,0.018435415
0.21621621600000002,0.006248615,0.006607012,0.009062041,0.018435415
0.220720721,0.005305685,0.00344256,0.009165259,0.018435415
0.23423423399999999,0.012088217,0.00344256,0.008242973,0.018933088
0.225225225,0.014827228000000001,0.00344256,0.007848645,0.018933088
0.23423423399999999,0.012088217,0.00344256,0.008242973,0.018933088
0.22972973,0.008719601,0.00549694,0.008162013000000001,0.018933088
0.225225225,0.005305521,0.00549694,0.008402918,0.018487111
0.22972973,0.010125872,0.008307081,0.008301085,0.018487111
0.23423423399999999,0.005305521,0.005512652,0.008404324,0.018487111
0.252252252,0.009485762,0.005512652,0.008620959000000001,0.01893329
0.261261261,0.006525503,0.005512652,0.008782074,0.018485007
0.256756757,0.006525503,0.002474684,0.008551365,0.018056988
0.261261261,0.009067558,0.007728083,0.00731484,0.018482122
0.265765766,0.009067558,0.007728083,0.007363429,0.018980844
0.261261261,0.006971446,0.004917943,0.00745527,0.018980844
0.243243243,0.003515349,0.004917943,0.0072501630000000004,0.018532441
0.23873873899999998,0.008558753,0.008082395,0.006902996,0.01898064
0.22972973,0.006806495,0.002828995,0.007052794,0.01898064
0.23423423399999999,0.008779344,-0.001876831,0.006676545,0.018452213000000002
0.23873873899999998,0.007858408,0.0009333089999999999,0.006568545,0.018452213000000002
0.243243243,0.007858408,-0.000690555,0.006627023,0.018452213000000002
0.24774774800000002,0.011618803,-0.003555688,0.006741189,0.018452213000000002
0.252252252,0.008989432,0.0018501210000000001,0.006587991,0.018452213000000002
0.27027027,0.011697586000000001,0.0018501210000000001,0.0067953269999999994,0.018896597
0.274774775,0.009387941,-0.0025045370000000003,0.0070686740000000005,0.018449355
0.274774775,0.013762348999999998,0.002802285,0.006733321,0.018895769
0.274774775,0.009745089,0.002802285,0.006680665,0.018400605
0.283783784,0.009745089,8.72e-05,0.006758065,0.018400605
0.279279279,0.009107605999999999,-0.003077249,0.007103907,0.017979345
0.261261261,0.009286016,-0.003077249,0.006897197,0.017576745
0.279279279,0.009107605999999999,-0.003077249,0.007103907,0.017979345
0.279279279,0.009107605999999999,-0.003077249,0.007232271,0.017573198999999998
0.283783784,0.005207863,0.002085805,0.0076499509999999995,0.017974511000000002
0.283783784,0.006749378,0.005279325,0.007530655,0.017974511000000002
0.279279279,0.00957111,-0.000126484,0.0076989680000000005,0.017974511000000002
0.27027027,0.004601237,0.0025885979999999997,0.00759045,0.017974511000000002
0.265765766,0.008500979,-0.002574457,0.00717277,0.017573198999999998
0.27027027,0.0035127229999999997,0.00046351199999999996,0.00741167,0.017979268
0.265765766,0.008801502,0.00046351199999999996,0.008321101,0.017529828
0.279279279,0.0035127229999999997,0.00046351199999999996,0.008029831,0.017979956000000002
0.279279279,0.009609189,-0.002730008,0.00816359,0.017979956000000002
0.292792793,0.003767453,0.000566428,0.008035905999999999,0.017979956000000002
0.283783784,0.007652096,0.003759948,0.007906182,0.017979956000000002
0.279279279,0.0035127229999999997,0.00046351199999999996,0.008029831,0.017979956000000002
0.274774775,0.007042843000000001,0.003257941,0.00792047,0.017979956000000002
0.27027027,0.008573853000000001,-0.0020488810000000002,0.008127578,0.017979956000000002
0.256756757,0.008801502,-0.0020488810000000002,0.008414002,0.017529828
0.265765766,0.009572915999999999,-0.0020488810000000002,0.0077149440000000005,0.018088415
0.27027027,0.005369204,0.00028125,0.0076207409999999995,0.018088415
0.27027027,0.009516455,-0.0020889470000000003,0.007714606999999999,0.018088415
0.27027027,0.00929455,-0.0020889470000000003,0.007854738,0.017678946
0.265765766,0.008517392,-0.0020889470000000003,0.006956131,0.01813616
0.27027027,0.011474369,0.002116444,0.007296969,0.018568778
0.261261261,0.013708514,0.002116444,0.0068750190000000004,0.018568778
0.261261261,0.010471201999999999,0.002116444,0.007572221,0.017980713
0.274774775,0.008951353,0.002116444,0.007344842,0.018402163
0.261261261,0.010471201999999999,0.002116444,0.007572221,0.017980713
