percent_average_population_deviation,percent_cut_edges,egs_pres_2000,mms_pres_2000,min_polsby_popper
3.84e-05,0.211711712,0.001374824,0.007997006,0.018391888999999998
0.005567473000000001,0.21621621600000002,-0.001435316,0.008115776,0.018391888999999998
0.003391758,0.21621621600000002,0.0034292040000000004,0.007912298,0.018391888999999998
8.68e-05,0.21621621600000002,-0.000472154,0.00808003,0.018391888999999998
0.00611173,0.207207207,-0.001818696,0.008137076,0.018391888999999998
0.006385664,0.18918918899999998,-0.001818696,0.006899204,0.018391888999999998
0.013192487,0.175675676,0.0017063529999999999,0.007186928,0.018386924
0.007080756999999999,0.19369369399999997,0.003052895,0.007133901,0.018386924
0.007080756999999999,0.19369369399999997,0.003052895,0.007133901,0.018386924
0.015456833,0.184684685,0.008307866,0.006889806,0.018386924
0.016217086000000002,0.19369369399999997,0.008239518000000001,0.004340835,0.019371601000000002
0.016217086000000002,0.19369369399999997,0.008239518000000001,0.004340835,0.019371601000000002
0.009205427,0.184684685,0.004485069,0.004687289,0.018905592
0.009205427,0.184684685,0.251911791,0.018997506,0.017762318
0.009095131999999999,0.19819819800000002,0.251911791,0.019007563999999998,0.017762318
0.007080756999999999,0.175675676,0.251911791,0.019011748000000002,0.017762318
0.008629000999999999,0.184684685,0.24094855,0.015167178,0.017417605
0.011769146999999999,0.18018018,0.235288202,0.014594105,0.017403682
0.011769146999999999,0.184684685,0.235288202,0.014604488,0.017403682
0.009515963,0.211711712,0.23657503800000002,0.015391063,0.01666127
0.007080756999999999,0.211711712,0.238614491,0.015428843000000001,0.016691736999999998
0.009005024,0.211711712,0.238614491,0.009646749,0.016691736999999998
0.009513172,0.21621621600000002,0.238614491,0.009528334,0.016691736999999998
0.013390757,0.207207207,0.23486475699999998,0.011541576999999999,0.015377492
0.013390757,0.207207207,0.23486475699999998,0.011695462,0.015377492
0.011901765,0.18018018,0.235640157,0.01030817,0.016314507
0.005415324,0.19819819800000002,0.235640157,0.01047887,0.016314507
0.011901765,0.18018018,0.235640157,0.01030817,0.016314507
0.005270397,0.18018018,0.235640157,0.010355849,0.016314507
0.011901765,0.18018018,0.235640157,0.01030817,0.016314507
0.01396784,0.18018018,0.235508174,0.008639562,0.017410098
0.011901765,0.18018018,0.235640157,0.01030817,0.016314507
0.009513172,0.175675676,0.237694538,0.010328623,0.016660662
0.013283086999999999,0.19369369399999997,0.0019106129999999998,0.006353618,0.017823169
0.008012691,0.184684685,0.0019106129999999998,0.002108267,0.017823169
0.008012691,0.202702703,0.24187793100000002,0.002281271,0.017823169
0.009190327,0.184684685,0.002607452,0.002037605,0.017823169
0.009190327,0.184684685,0.002607452,-0.00097027,0.019704059
0.009190327,0.184684685,0.002607452,-0.00097027,0.019704059
0.009190327,0.171171171,0.240064735,0.005736284,0.01702835
0.006079068000000001,0.18018018,0.240064735,0.005929395,0.01702835
0.010403581,0.211711712,0.240064735,0.005859817,0.01702835
0.010403581,0.21621621600000002,-0.0050295,-0.006481489,0.019187466
0.004935406,0.23873873899999998,-0.25730817300000003,-0.014389663,0.019187466
0.005861759,0.23873873899999998,-0.25730817300000003,-0.014233516000000002,0.01918487
0.010950463999999998,0.19369369399999997,-0.25730817300000003,-0.013402613,0.019653413999999998
0.010950463999999998,0.175675676,-0.25730817300000003,-0.012906263000000001,0.019653413999999998
0.009880825,0.171171171,-0.260844221,-0.013211046,0.019653413999999998
0.009880825,0.18018018,-0.260844221,-0.014201327,0.019645725
0.009880825,0.166666667,-0.019513862,-0.00010144200000000001,0.018607138
0.009655145,0.171171171,-0.019513862,-0.002772358,0.018846259
0.009655145,0.171171171,-0.019513862,-0.002772358,0.018846259
0.009655145,0.18918918899999998,-0.019513862,0.003823258,0.018846259
0.009655145,0.171171171,-0.019513862,-0.002772358,0.018846259
0.009655145,0.171171171,-0.019513862,-0.002772358,0.018846259
0.015452236999999999,0.202702703,-0.029260187000000003,-0.012193526000000001,0.017503281000000002
0.011694303999999999,0.19819819800000002,-0.022911642000000003,-0.011611888,0.017503281000000002
0.0062320380000000005,0.19369369399999997,-0.019117127,-0.007411303,0.017463608000000002
0.006838829,0.19369369399999997,0.242691827,0.011986488,0.016288973999999998
0.008036818000000001,0.175675676,0.250993409,0.010549201000000001,0.017756773
0.005256281999999999,0.18018018,0.250993409,0.010474614,0.017756773
0.008458305,0.18018018,0.241984775,0.010130385,0.016612283999999998
0.007625835,0.166666667,0.241984775,0.010214163,0.016612283999999998
0.007625835,0.157657658,0.252061844,0.011285598999999999,0.017776491999999998
0.005256281999999999,0.166666667,0.25083235800000003,0.011330988,0.016985297
0.009217245,0.166666667,0.24784938199999998,0.011477548,0.016993412
0.008390683000000001,0.15315315300000001,0.24793737100000002,0.011082983000000001,0.016993316
0.008928539000000001,0.18018018,0.24793737100000002,0.011178463000000001,0.016993316
0.00658935,0.19369369399999997,0.249576947,0.01101644,0.017340058000000002
0.014342714,0.225225225,0.25676845600000003,0.008259809,0.019620093999999998
0.012724387,0.19819819800000002,0.25676845600000003,0.008245927,0.019620093999999998
0.0072122259999999995,0.184684685,0.25372655899999996,0.012191025,0.01868758
0.008520839,0.166666667,0.245290638,0.009620595,0.016276619
0.007001645999999999,0.166666667,0.24341145,0.009567487,0.016285868999999998
0.007001645999999999,0.184684685,0.24341145,0.009716254,0.016285868999999998
0.008787223,0.207207207,0.24341145,0.011283317,0.016285868999999998
0.008787223,0.19819819800000002,0.24341145,0.007945758,0.016285868999999998
0.011542647,0.19369369399999997,0.24570229899999999,0.008213229,0.018164327
0.011542647,0.18018018,0.24570229899999999,0.008150506,0.018164327
0.009051145,0.184684685,0.24570229899999999,0.011826733,0.018164327
0.009777258,0.207207207,0.248518725,0.008946638,0.018226731
0.013455096000000001,0.18918918899999998,0.25337539,0.01177987,0.018621108
